service_date,department,payer_type,claims_submitted,claims_denied,claims_approved,gross_revenue,expected_reimbursement,payments_collected,patient_payments,ar_balance,days_in_ar,write_offs,adjustments
2024-06-25,Urology,Commercial,3647,258,3389,4388107,3783035,3311449,94362,1212486,37,194555,94757
2024-06-26,Emergency,Medicare,3406,280,3126,302866,274988,216689,161540,2032251,162,163546,90967
2024-06-27,Emergency,Employer Plan,772,114,658,1733998,1609291,1368157,88319,2718359,54,169314,14819
2024-06-28,Emergency,Medicare,670,85,585,762817,687387,587202,191444,2827612,16,188237,13083
2024-06-29,Radiology,Employer Plan,1615,56,1559,4349082,3941508,3250603,169058,1613283,18,191252,33027
2024-06-30,Orthopedics,Medicare,3611,435,3176,3015553,2690636,2093796,393250,556358,171,43094,85083
2024-07-01,Urology,Employer Plan,3849,194,3655,1213448,1019518,833491,190605,551757,20,109170,9420
2024-07-02,Cardiology,Commercial,1203,49,1154,3645744,2994256,2418682,14508,497936,159,62319,98418
2024-07-03,Orthopedics,Employer Plan,3965,502,3463,4168180,4025447,3113073,279801,966834,121,60239,91303
2024-07-04,Orthopedics,Commercial,2908,261,2647,618327,561481,464758,474102,2567772,54,137232,9692
2024-07-05,Emergency,Medicare,1540,125,1415,625887,580859,482804,151842,221125,11,47118,29550
2024-07-06,Oncology,Commercial,2879,98,2781,3426851,2877466,2186203,480573,499685,144,150059,79394
2024-07-07,Emergency,Medicare,1970,63,1907,4146284,3476388,3331865,184564,641588,65,2357,17224
2024-07-08,Radiology,Employer Plan,990,71,919,3447524,3308843,3228500,492668,694144,147,151792,80813
2024-07-09,Neurology,Self-Pay,3017,429,2588,901598,749733,619014,484019,1379416,92,126968,31605
2024-07-10,Neurology,Medicaid,2627,127,2500,3016368,2519657,2036195,165308,1819628,120,179876,73530
2024-07-11,Neurology,Medicare,3767,428,3339,4985921,3995128,3938699,421827,1182332,95,175401,45775
2024-07-12,Oncology,Commercial,2444,218,2226,1787402,1692309,1561202,409788,2017350,17,183467,43550
2024-07-13,Oncology,Self-Pay,1556,142,1414,3551757,3216883,2565402,13373,252665,140,58736,69046
2024-07-14,Urology,Medicare,1260,180,1080,4104310,3550151,3187312,426077,2868069,83,95983,75811
2024-07-15,Emergency,Commercial,1524,200,1324,4412345,3687477,2885898,481644,2438760,17,169488,62005
2024-07-16,Cardiology,Self-Pay,2114,275,1839,1037802,983022,879806,221389,1232237,30,119680,77088
2024-07-17,Urology,Commercial,3699,98,3601,3765300,3412383,3137180,286028,460569,10,104827,13398
2024-07-18,Urology,Medicare,2692,399,2293,4157935,3593041,2856443,216167,384412,110,144982,78620
2024-07-19,Neurology,Self-Pay,2974,424,2550,4879510,4632826,4246152,28719,915897,17,39845,63164
2024-07-20,Cardiology,Commercial,2989,102,2887,2113835,1702723,1363416,312151,1854060,86,99952,81154
2024-07-21,Oncology,Commercial,3718,340,3378,4655775,3733010,3618082,183789,2320850,176,96083,22129
2024-07-22,Urology,Self-Pay,1893,44,1849,1164897,1056120,1042649,270252,2101417,82,10675,19024
2024-07-23,Cardiology,Medicare,838,28,810,1566257,1259777,1061906,337013,2626971,78,144023,8314
2024-07-24,Neurology,Commercial,3143,417,2726,1548939,1247116,1171488,393248,2659362,53,42903,86739
2024-07-25,Orthopedics,Commercial,1738,44,1694,4735450,3961221,3444251,375983,2060191,34,35254,23060
2024-07-26,Cardiology,Medicare,2179,116,2063,3193870,2627417,2379147,288829,1762650,75,78850,70235
2024-07-27,Urology,Commercial,2187,183,2004,1469295,1392268,1275536,131812,1007585,2,109971,16327
2024-07-28,Orthopedics,Medicare,3271,176,3095,1226247,1088141,1069442,456354,2725965,130,184532,1065
2024-07-29,Radiology,Commercial,1474,208,1266,3219021,2808355,2322307,490528,1384467,97,10099,49099
2024-07-30,Neurology,Employer Plan,2739,170,2569,304420,289606,274709,495428,1520997,135,166128,18774
2024-07-31,Radiology,Self-Pay,3245,366,2879,3731828,3385598,3221653,357546,1703319,46,97451,90828
2024-08-01,Cardiology,Medicare,3211,386,2825,4187950,3972591,3388795,15000,2957908,30,73264,10405
2024-08-02,Pulmonology,Medicaid,2477,65,2412,3552012,3044791,2511579,315436,2715056,65,167888,99612
2024-08-03,Cardiology,Self-Pay,2648,185,2463,1712986,1439260,1269715,163172,713056,27,47857,81948
2024-08-04,Emergency,Medicare,1459,66,1393,1818529,1728348,1568667,400273,142537,84,147395,98808
2024-08-05,Cardiology,Employer Plan,2716,144,2572,808358,659941,577192,74314,2733062,56,117568,43760
2024-08-06,Cardiology,Employer Plan,3732,274,3458,4278590,3448932,3103773,434471,831645,59,5803,45267
2024-08-07,Oncology,Self-Pay,3795,103,3692,3237541,2817578,2379056,395058,2790598,117,121511,76686
2024-08-08,Neurology,Self-Pay,1965,195,1770,2462588,2142573,1678300,450480,1917691,57,90802,29898
2024-08-09,Pulmonology,Employer Plan,1392,62,1330,922179,893173,818142,36504,2468625,48,77998,7187
2024-08-10,Urology,Employer Plan,1362,42,1320,3502938,3096746,2909546,239991,2342919,11,73816,36202
2024-08-11,Radiology,Self-Pay,1282,99,1183,4964777,4435990,3965250,307444,2203487,133,185617,42535
2024-08-12,Neurology,Medicaid,1332,85,1247,3208385,2714525,2463881,402004,2076113,11,29972,5736
2024-08-13,Neurology,Medicare,2404,352,2052,683817,637625,557961,63785,645767,59,124346,75785
2024-08-14,Urology,Self-Pay,1919,238,1681,3649534,3010399,2541275,95556,1869572,119,70809,37039
2024-08-15,Orthopedics,Employer Plan,3734,205,3529,3796497,3423370,3014451,407289,1523480,71,161335,11743
2024-08-16,Radiology,Commercial,3096,300,2796,4060587,3426635,3085144,368090,653500,131,79025,87017
2024-08-17,Cardiology,Self-Pay,1763,157,1606,3056578,2883995,2613422,58410,268745,5,79628,61442
2024-08-18,Emergency,Commercial,3089,135,2954,304473,260980,210677,273785,2720972,111,153125,96110
2024-08-19,Orthopedics,Medicare,3277,391,2886,962264,779871,594155,343790,2185828,69,177634,26302
2024-08-20,Radiology,Medicaid,510,56,454,2855354,2584868,2370897,193522,618684,30,193511,64950
2024-08-21,Emergency,Medicaid,3503,128,3375,3362993,2950438,2525661,305607,1083800,104,6352,74425
2024-08-22,Neurology,Self-Pay,3965,452,3513,4404952,3999383,3863801,66881,158894,102,188970,93471
2024-08-23,Radiology,Medicaid,2671,271,2400,3870577,3533358,2888561,406335,2843881,167,147150,47153
2024-08-24,Urology,Commercial,1697,36,1661,2027564,1788013,1406527,228460,2466151,78,21592,19706
2024-08-25,Oncology,Self-Pay,1641,43,1598,3240486,3010747,2686409,141395,2741488,64,150956,74883
2024-08-26,Oncology,Commercial,3626,330,3296,401425,351892,292299,252030,1696046,158,131296,89978
2024-08-27,Urology,Commercial,942,29,913,1103767,1030738,837486,194826,1562493,135,64818,28179
2024-08-28,Radiology,Self-Pay,785,77,708,3152526,2529123,2142580,446545,1903950,101,195310,51462
2024-08-29,Urology,Medicare,2216,94,2122,455964,394641,323349,166711,284709,174,194024,80380
2024-08-30,Radiology,Commercial,2380,260,2120,4980289,3998687,3181391,59650,579462,146,138170,23016
2024-08-31,Orthopedics,Medicaid,1288,87,1201,341048,324693,273241,425672,820294,162,85731,79502
2024-09-01,Pulmonology,Medicaid,1349,157,1192,3213524,2817973,2515905,83942,2245487,10,169920,89299
2024-09-02,Cardiology,Medicare,2311,103,2208,723071,637190,538894,44564,2500301,72,107802,83411
2024-09-03,Emergency,Self-Pay,1510,158,1352,1021669,902378,856288,435074,1478539,104,64722,15103
2024-09-04,Orthopedics,Medicare,3803,556,3247,462004,414892,368720,341116,2900465,73,78111,81732
2024-09-05,Oncology,Employer Plan,1987,166,1821,3429162,3312508,2521836,81192,1187431,90,34818,6462
2024-09-06,Oncology,Employer Plan,3940,221,3719,2389296,2029802,2007949,257105,329982,26,193044,31088
2024-09-07,Orthopedics,Commercial,1690,102,1588,3673414,3096002,2647661,248480,2951063,94,34448,90078
2024-09-08,Neurology,Employer Plan,3350,149,3201,4298493,3480555,3411980,69195,387733,123,81056,95951
2024-09-09,Cardiology,Medicaid,3088,291,2797,1361852,1143708,1063984,222483,447373,2,106961,75194
2024-09-10,Pulmonology,Medicare,3937,341,3596,4860967,4222395,4050468,434210,1502887,139,51571,26055
2024-09-11,Oncology,Self-Pay,1067,97,970,981342,863087,767120,77957,2473157,35,103993,49486
2024-09-12,Urology,Medicare,3537,384,3153,3826023,3568941,3333012,453256,2704351,76,127039,15212
2024-09-13,Cardiology,Commercial,3943,88,3855,2651221,2398477,1906649,372834,730220,44,154337,91674
2024-09-14,Pulmonology,Self-Pay,1450,52,1398,3134851,3011625,2507360,417942,2996105,37,174596,1368
2024-09-15,Orthopedics,Commercial,2472,118,2354,4633183,4391662,4042466,479861,718840,159,143879,10473
2024-09-16,Cardiology,Commercial,2723,56,2667,1358444,1255544,1097318,341409,2577227,49,180905,38080
2024-09-17,Cardiology,Self-Pay,2474,109,2365,1475149,1383218,1156626,443888,1215410,131,105823,97235
2024-09-18,Emergency,Employer Plan,1811,235,1576,2654452,2519311,2113946,242684,1383064,152,74631,61965
2024-09-19,Radiology,Commercial,1857,194,1663,4873855,3944367,3623202,197504,2007846,7,107886,84367
2024-09-20,Emergency,Commercial,1741,71,1670,2498388,2355497,1864423,472813,61949,2,94140,52162
2024-09-21,Cardiology,Self-Pay,1848,45,1803,3365856,2712677,2425308,136450,1737881,15,62703,70166
2024-09-22,Pulmonology,Medicaid,527,27,500,1583452,1348794,1314156,70247,1257486,84,30408,20256
2024-09-23,Urology,Self-Pay,3387,381,3006,3202470,2597520,2424792,461105,2423304,95,28314,15333
2024-09-24,Pulmonology,Self-Pay,3168,247,2921,3985060,3289764,3063659,139628,2844731,106,66004,32498
2024-09-25,Pulmonology,Medicaid,980,87,893,3626843,2957820,2534068,357983,2783958,106,46758,38908
2024-09-26,Orthopedics,Medicaid,2263,202,2061,902146,749725,728185,268941,721889,124,76871,12899
2024-09-27,Radiology,Self-Pay,2351,119,2232,1544068,1239122,1223295,60448,1851711,101,86610,68576
2024-09-28,Neurology,Self-Pay,1280,53,1227,2366245,2176071,2073472,89848,924211,165,77870,51049
2024-09-29,Orthopedics,Self-Pay,967,39,928,4042506,3757862,3419444,69213,2763106,179,160314,81390
2024-09-30,Neurology,Employer Plan,1797,261,1536,4874835,3967755,3709363,350935,1048169,96,100945,22010
2024-10-01,Cardiology,Commercial,3494,496,2998,379367,343565,297033,490487,335458,84,46690,88292
2024-10-02,Orthopedics,Self-Pay,549,64,485,3309786,3190955,2785473,355451,2902629,115,116443,74313
2024-10-03,Oncology,Self-Pay,3527,367,3160,1611018,1436644,1097276,306364,2027205,79,174751,1349
2024-10-04,Orthopedics,Commercial,2846,140,2706,1880019,1555518,1377712,10728,2221502,21,161947,74803
2024-10-05,Orthopedics,Medicaid,3284,115,3169,4213807,3580503,3446874,45591,2880516,136,118660,51033
2024-10-06,Pulmonology,Self-Pay,3873,548,3325,2976347,2778246,2727911,489936,197586,87,140960,28580
2024-10-07,Cardiology,Employer Plan,523,29,494,1777137,1627073,1353966,59588,1731178,58,114503,82239
2024-10-08,Neurology,Medicare,3535,157,3378,3007198,2557661,2060154,451218,691955,164,177335,51748
2024-10-09,Radiology,Employer Plan,2552,357,2195,3967451,3243655,2620835,324419,573161,148,59804,19541
2024-10-10,Orthopedics,Medicaid,1822,73,1749,2609608,2479462,2409268,291565,1583538,91,110367,58748
2024-10-11,Neurology,Commercial,2344,137,2207,4379773,3530322,3025431,129890,935684,27,190610,92906
2024-10-12,Emergency,Employer Plan,3467,149,3318,4127645,3962011,3277299,481682,2900923,117,47513,89642
2024-10-13,Emergency,Commercial,1921,42,1879,930527,863286,801603,60204,1078931,105,182873,41158
2024-10-14,Radiology,Employer Plan,2263,99,2164,802484,775464,757018,423899,894000,173,109604,40509
2024-10-15,Orthopedics,Self-Pay,3991,315,3676,466128,377784,366794,133143,850738,36,120085,22388
2024-10-16,Neurology,Medicare,2701,240,2461,2279093,2163017,1937740,95114,1574140,98,87893,70083
2024-10-17,Urology,Medicaid,2282,95,2187,1186848,977252,908113,230130,1401388,152,130099,96812
2024-10-18,Neurology,Commercial,731,82,649,4530092,4293097,4129551,157356,611164,140,25906,48648
2024-10-19,Radiology,Self-Pay,3336,298,3038,2538419,2119472,2073445,204861,1911161,131,161041,58099
2024-10-20,Urology,Medicaid,2893,283,2610,4304942,3749356,3646596,249473,1560430,27,115572,22131
2024-10-21,Neurology,Medicare,1877,115,1762,575257,483760,424084,473591,1101746,85,198940,56315
2024-10-22,Cardiology,Employer Plan,1051,48,1003,3439863,2815089,2757392,381717,1629115,64,101106,71644
2024-10-23,Pulmonology,Medicaid,3777,466,3311,2405177,1960559,1929460,365752,293607,66,86644,72397
2024-10-24,Urology,Employer Plan,2504,165,2339,489435,431464,404144,99653,1820539,147,12534,65428
2024-10-25,Urology,Self-Pay,1310,115,1195,653384,560258,495705,109015,787252,7,87202,90037
2024-10-26,Emergency,Medicare,1070,124,946,2438667,2319215,2189211,16109,1458203,132,70709,67542
2024-10-27,Oncology,Self-Pay,3108,415,2693,2353961,2185249,2045088,218972,1135381,41,150091,97264
2024-10-28,Pulmonology,Medicare,2722,213,2509,1781583,1476044,1252302,46183,764238,112,58655,94732
2024-10-29,Pulmonology,Self-Pay,2277,333,1944,1440245,1312767,1246184,413361,119290,2,170490,61282
2024-10-30,Oncology,Commercial,3718,329,3389,1807479,1550199,1251009,25598,2160035,108,15867,57764
2024-10-31,Cardiology,Employer Plan,791,97,694,2569693,2323548,1787714,96259,111804,96,165145,70634
2024-11-01,Pulmonology,Employer Plan,877,26,851,3205303,2608176,2259684,13569,1924205,122,104386,97498
2024-11-02,Radiology,Medicare,2385,76,2309,716943,664629,594105,163957,130846,145,91026,83219
2024-11-03,Orthopedics,Medicaid,2399,239,2160,1706723,1574266,1271848,228818,2220570,155,100806,58873
2024-11-04,Neurology,Commercial,2580,180,2400,395234,372104,322390,110778,2955444,55,3613,89019
2024-11-05,Oncology,Employer Plan,1119,133,986,1812883,1512754,1149077,173766,2878092,49,130943,56735
2024-11-06,Radiology,Self-Pay,1906,179,1727,2357088,2047944,2017415,360890,1148606,59,19819,88744
2024-11-07,Oncology,Employer Plan,842,84,758,806131,779840,617218,50059,725122,86,24305,38595
2024-11-08,Oncology,Commercial,1329,55,1274,530147,486735,435484,109096,400226,169,37190,64550
2024-11-09,Emergency,Medicare,2460,225,2235,4818487,4330848,4261116,102916,379157,43,167898,73045
2024-11-10,Cardiology,Medicaid,960,87,873,2226864,1888445,1654314,28524,875790,52,60608,13225
2024-11-11,Emergency,Commercial,2767,320,2447,4002119,3402988,2799138,107835,2335972,74,127211,11151
2024-11-12,Neurology,Commercial,3791,422,3369,4336939,4144534,3337747,24893,1269765,20,60122,56164
2024-11-13,Cardiology,Medicare,1286,129,1157,629870,568444,550501,177820,877375,163,167170,49573
2024-11-14,Pulmonology,Commercial,1624,66,1558,2159289,1947964,1509365,144500,2370861,54,94440,54833
2024-11-15,Oncology,Self-Pay,2085,304,1781,3123067,2818116,2617372,153761,1276373,124,33356,38831
2024-11-16,Oncology,Commercial,3229,320,2909,4143455,3990883,3808233,299374,373003,81,103541,4739
2024-11-17,Orthopedics,Employer Plan,516,21,495,4328933,3871340,3373604,260214,1893346,100,101019,27718
2024-11-18,Cardiology,Medicaid,1231,153,1078,4933367,4123156,3318277,46899,2936202,70,1479,16752
2024-11-19,Radiology,Commercial,2231,85,2146,403489,363955,346630,221657,1201379,115,142248,52794
2024-11-20,Urology,Self-Pay,3321,183,3138,4184718,3699033,3145810,217615,374812,82,194563,7181
2024-11-21,Oncology,Medicaid,1839,171,1668,4670120,4209788,3288194,124067,195554,17,137115,2894
2024-11-22,Cardiology,Medicaid,1286,51,1235,469339,450342,412809,91192,384370,154,75562,5056
2024-11-23,Orthopedics,Commercial,3245,101,3144,4163295,3894742,3033789,279835,1443498,102,174799,7664
2024-11-24,Radiology,Commercial,2762,299,2463,2815438,2564011,2355744,103362,1551440,15,151023,8694
2024-11-25,Emergency,Employer Plan,2075,52,2023,4809097,4374669,4325622,347775,638062,142,8984,10528
2024-11-26,Emergency,Medicaid,3951,259,3692,4941872,4784169,4044086,280378,2407548,89,21343,33276
2024-11-27,Neurology,Medicaid,1312,68,1244,574345,514580,393541,40960,1281222,178,3390,9470
2024-11-28,Orthopedics,Medicare,541,76,465,1722955,1387924,1154346,291903,555368,170,187659,78418
2024-11-29,Emergency,Self-Pay,2361,224,2137,3431427,2846380,2351114,284390,2385261,166,149772,9717
2024-11-30,Pulmonology,Employer Plan,1675,48,1627,1171227,945496,794098,377579,2247858,96,105592,50323
2024-12-01,Emergency,Employer Plan,3209,235,2974,2340544,2250109,1726753,37573,2573040,119,158330,65422
2024-12-02,Urology,Medicaid,2600,178,2422,1621986,1455009,1223106,360188,672931,171,48354,37658
2024-12-03,Cardiology,Self-Pay,833,32,801,3514940,3083672,2523697,48407,1542923,167,140142,554
2024-12-04,Radiology,Self-Pay,1675,193,1482,507702,482153,381647,136102,739438,88,136727,70448
2024-12-05,Oncology,Medicaid,3468,153,3315,3197769,2644622,2567149,137220,134694,43,170403,93042
2024-12-06,Orthopedics,Medicaid,644,83,561,1190315,1111719,994816,141686,2531837,8,16931,60172
2024-12-07,Cardiology,Medicaid,2670,378,2292,2005310,1744836,1577884,59890,2123383,84,157659,5983
2024-12-08,Emergency,Medicaid,3686,115,3571,2685339,2371072,1990887,389654,2770179,90,121061,95873
2024-12-09,Pulmonology,Self-Pay,1377,145,1232,1555306,1303413,1237796,457828,686741,51,129649,24016
2024-12-10,Pulmonology,Commercial,1430,145,1285,2065680,1754298,1678114,384276,1935263,52,65975,24984
2024-12-11,Oncology,Medicare,1732,150,1582,2079378,1846817,1659860,222071,1521045,170,69877,56697
2024-12-12,Orthopedics,Self-Pay,3115,320,2795,3543464,3079053,2770308,47191,2473221,25,157905,28269
2024-12-13,Orthopedics,Commercial,1807,248,1559,639307,561907,524238,93098,1600887,131,75719,88572
2024-12-14,Neurology,Employer Plan,1205,142,1063,4747392,4582451,3848700,256903,53478,32,94952,68518
2024-12-15,Pulmonology,Medicare,1045,108,937,2891916,2495955,2178781,88605,1107921,132,183492,65444
2024-12-16,Radiology,Employer Plan,3636,274,3362,1879710,1627859,1319712,122621,308300,34,160721,85014
2024-12-17,Cardiology,Medicaid,3170,163,3007,2816514,2308302,1969453,411518,914394,83,84433,49266
2024-12-18,Oncology,Self-Pay,2419,112,2307,2208263,2108284,1959562,163155,1236978,102,100513,19893
2024-12-19,Oncology,Self-Pay,2166,104,2062,3297873,2907551,2623273,440826,485865,5,23658,97847
2024-12-20,Orthopedics,Medicaid,942,124,818,963566,905389,738347,159627,1025066,90,14754,30197
2024-12-21,Pulmonology,Medicare,3593,127,3466,3374136,3043281,2788022,327159,1116432,178,71492,42693
2024-12-22,Neurology,Employer Plan,925,32,893,4492887,3608979,3131779,166684,2807894,46,142245,84730
2024-12-23,Pulmonology,Medicaid,2935,66,2869,458553,412971,347521,201946,127006,88,65810,42172
2024-12-24,Emergency,Employer Plan,599,68,531,4850927,4435875,4173624,147399,2284745,23,152101,45488
2024-12-25,Emergency,Self-Pay,2303,47,2256,4327480,4005739,3295809,168207,2930639,56,112189,80293
2024-12-26,Neurology,Commercial,3864,539,3325,2304079,2003580,1752420,307437,1794365,20,183073,41677
2024-12-27,Radiology,Medicaid,1251,182,1069,579654,492873,401166,75862,228384,7,176506,92216
2024-12-28,Orthopedics,Medicare,2076,104,1972,4481977,4282285,3662271,387764,769636,84,159971,34204
2024-12-29,Emergency,Employer Plan,1581,40,1541,3673349,3511850,3173413,370804,1578887,101,172088,44571
2024-12-30,Cardiology,Employer Plan,2610,379,2231,3670579,2958204,2528267,264241,544771,110,186004,45247
2024-12-31,Radiology,Medicaid,1850,87,1763,4551447,4270817,3421530,42360,329965,168,36161,85955
